,long,lat,data
447,395355.0,1418355.0,7
5987,396005.0,1418105.0,7
8009,396515.0,1418015.0,7
8010,396525.0,1418015.0,7
5989,396025.0,1418105.0,7
8011,396535.0,1418015.0,7
5990,396035.0,1418105.0,7
6130,397435.0,1418105.0,7
2824,397225.0,1418255.0,7
2840,397385.0,1418255.0,7
38571,395535.0,1416615.0,7
37790,396485.0,1416655.0,7
2439,395565.0,1418265.0,7
2440,395575.0,1418265.0,7
2441,395585.0,1418265.0,7
2442,395595.0,1418265.0,7
2443,395605.0,1418265.0,7
3130,395905.0,1418235.0,7
3129,395895.0,1418235.0,7
2444,395615.0,1418265.0,7
3123,395835.0,1418235.0,7
6372,395475.0,1418085.0,7
446,395345.0,1418355.0,7
2436,395535.0,1418265.0,7
6371,395465.0,1418085.0,7
6369,395445.0,1418085.0,7
6118,397315.0,1418105.0,7
3122,395825.0,1418235.0,7
3121,395815.0,1418235.0,7
2837,397355.0,1418255.0,7
2838,397365.0,1418255.0,7
2839,397375.0,1418255.0,7
6466,396415.0,1418085.0,7
6465,396405.0,1418085.0,7
6464,396395.0,1418085.0,7
6463,396385.0,1418085.0,7
6370,395455.0,1418085.0,7
2435,395525.0,1418265.0,7
38386,395875.0,1416625.0,7
38385,395865.0,1416625.0,7
2217,395535.0,1418275.0,7
2825,397235.0,1418255.0,7
2098,396535.0,1418285.0,7
2421,395385.0,1418265.0,7
2422,395395.0,1418265.0,7
2423,395405.0,1418265.0,7
2424,395415.0,1418265.0,7
2425,395425.0,1418265.0,7
2426,395435.0,1418265.0,7
2427,395445.0,1418265.0,7
2430,395475.0,1418265.0,7
7798,396595.0,1418025.0,7
2431,395485.0,1418265.0,7
2826,397245.0,1418255.0,7
8014,396565.0,1418015.0,7
6373,395485.0,1418085.0,7
2432,395495.0,1418265.0,7
8058,397005.0,1418015.0,7
7799,396605.0,1418025.0,7
2433,395505.0,1418265.0,7
3146,396065.0,1418235.0,7
3144,396045.0,1418235.0,7
37550,396275.0,1416665.0,7
3143,396035.0,1418235.0,7
2434,395515.0,1418265.0,7
38570,395525.0,1416615.0,7
38373,395745.0,1416625.0,7
915,395655.0,1418335.0,7
6367,395425.0,1418085.0,7
2903,395825.0,1418245.0,7
38427,396285.0,1416625.0,7
2904,395835.0,1418245.0,7
6360,395355.0,1418085.0,7
2121,396765.0,1418285.0,7
2905,395845.0,1418245.0,7
38472,396735.0,1416625.0,7
38473,396745.0,1416625.0,7
38474,396755.0,1416625.0,7
38475,396765.0,1416625.0,7
7906,395485.0,1418015.0,7
38426,396275.0,1416625.0,7
6359,395345.0,1418085.0,7
6357,395325.0,1418085.0,7
6209,396035.0,1418095.0,7
38481,396825.0,1416625.0,7
8024,396665.0,1418015.0,7
7903,395455.0,1418015.0,7
7879,397405.0,1418025.0,7
38484,396855.0,1416625.0,7
7880,397415.0,1418025.0,7
7902,395445.0,1418015.0,7
38485,396865.0,1416625.0,7
38487,396885.0,1416625.0,7
37515,395925.0,1416665.0,7
2220,395565.0,1418275.0,7
2221,395575.0,1418275.0,7
6362,395375.0,1418085.0,7
2886,395655.0,1418245.0,7
2969,396485.0,1418245.0,7
37511,395885.0,1416665.0,7
2887,395665.0,1418245.0,7
6363,395385.0,1418085.0,7
37512,395895.0,1416665.0,7
2888,395675.0,1418245.0,7
37513,395905.0,1416665.0,7
37514,395915.0,1416665.0,7
2224,395605.0,1418275.0,7
2889,395685.0,1418245.0,7
2890,395695.0,1418245.0,7
490,395785.0,1418355.0,7
2891,395705.0,1418245.0,7
2223,395595.0,1418275.0,7
2892,395715.0,1418245.0,7
2893,395725.0,1418245.0,7
2894,395735.0,1418245.0,7
2895,395745.0,1418245.0,7
2896,395755.0,1418245.0,7
6207,396015.0,1418095.0,7
6208,396025.0,1418095.0,7
2901,395805.0,1418245.0,7
2222,395585.0,1418275.0,7
2902,395815.0,1418245.0,7
37782,396405.0,1416655.0,7
37783,396415.0,1416655.0,7
38488,396895.0,1416625.0,7
38490,396915.0,1416625.0,7
6428,396035.0,1418085.0,7
6356,395315.0,1418085.0,7
37774,396325.0,1416655.0,7
38494,396955.0,1416625.0,7
8022,396645.0,1418015.0,7
38495,396965.0,1416625.0,7
38496,396975.0,1416625.0,7
37775,396335.0,1416655.0,7
37776,396345.0,1416655.0,7
37777,396355.0,1416655.0,7
6355,395305.0,1418085.0,7
2560,396775.0,1418265.0,7
7890,395325.0,1418015.0,7
7892,395345.0,1418015.0,7
37778,396365.0,1416655.0,7
6425,396005.0,1418085.0,7
7895,395375.0,1418015.0,7
7896,395385.0,1418015.0,7
2540,396575.0,1418265.0,7
8,395345.0,1418375.0,7
6354,395295.0,1418085.0,7
8021,396635.0,1418015.0,7
6353,395285.0,1418085.0,7
2218,395545.0,1418275.0,7
7891,395335.0,1418015.0,7
2938,396175.0,1418245.0,7
2939,396185.0,1418245.0,7
38493,396945.0,1416625.0,7
37781,396395.0,1416655.0,7
8023,396655.0,1418015.0,7
2568,396855.0,1418265.0,7
2566,396835.0,1418265.0,7
38428,396295.0,1416625.0,7
445,395335.0,1418355.0,7
38429,396305.0,1416625.0,7
38430,396315.0,1416625.0,7
482,395705.0,1418355.0,7
37741,395995.0,1416655.0,7
2947,396265.0,1418245.0,7
481,395695.0,1418355.0,7
7881,397425.0,1418025.0,7
38491,396925.0,1416625.0,7
37780,396385.0,1416655.0,7
359,396665.0,1418365.0,7
6105,397185.0,1418105.0,7
7885,395275.0,1418015.0,7
7886,395285.0,1418015.0,7
7887,395295.0,1418015.0,7
37779,396375.0,1416655.0,7
38492,396935.0,1416625.0,7
442,395305.0,1418355.0,7
2941,396205.0,1418245.0,7
2940,396195.0,1418245.0,7
38489,396905.0,1416625.0,7
916,395665.0,1418335.0,7
38425,396265.0,1416625.0,7
37784,396425.0,1416655.0,7
928,395785.0,1418335.0,7
6337,397315.0,1418095.0,7
2860,395395.0,1418245.0,7
38502,397035.0,1416625.0,7
6338,397325.0,1418095.0,7
6365,395405.0,1418085.0,7
2861,395405.0,1418245.0,7
2862,395415.0,1418245.0,7
2863,395425.0,1418245.0,7
2864,395435.0,1418245.0,7
474,395625.0,1418355.0,7
6336,397305.0,1418095.0,7
6340,397345.0,1418095.0,7
37508,395855.0,1416665.0,7
37534,396115.0,1416665.0,7
2201,395375.0,1418275.0,7
3044,397235.0,1418245.0,7
3043,397225.0,1418245.0,7
7834,396955.0,1418025.0,7
38388,395895.0,1416625.0,7
2867,395465.0,1418245.0,7
38389,395905.0,1416625.0,7
2868,395475.0,1418245.0,7
38501,397025.0,1416625.0,7
2865,395445.0,1418245.0,7
495,395835.0,1418355.0,7
37535,396125.0,1416665.0,7
2856,395355.0,1418245.0,7
917,395675.0,1418335.0,7
918,395685.0,1418335.0,7
2230,395665.0,1418275.0,7
2229,395655.0,1418275.0,7
3059,397385.0,1418245.0,7
3058,397375.0,1418245.0,7
2228,395645.0,1418275.0,7
37764,396225.0,1416655.0,7
473,395615.0,1418355.0,7
3055,397345.0,1418245.0,7
923,395735.0,1418335.0,7
430,397375.0,1418365.0,7
37765,396235.0,1416655.0,7
38431,396325.0,1416625.0,7
924,395745.0,1418335.0,7
925,395755.0,1418335.0,7
926,395765.0,1418335.0,7
2850,395295.0,1418245.0,7
2227,395635.0,1418275.0,7
2112,396675.0,1418285.0,7
496,395845.0,1418355.0,7
2853,395325.0,1418245.0,7
927,395775.0,1418335.0,7
2854,395335.0,1418245.0,7
2855,395345.0,1418245.0,7
2869,395485.0,1418245.0,7
38424,396255.0,1416625.0,7
2870,395495.0,1418245.0,7
475,395635.0,1418355.0,7
2215,395515.0,1418275.0,7
37768,396265.0,1416655.0,7
37786,396445.0,1416655.0,7
37530,396075.0,1416665.0,7
2884,395635.0,1418245.0,7
2885,395645.0,1418245.0,7
38402,396035.0,1416625.0,7
3011,396905.0,1418245.0,7
3010,396895.0,1418245.0,7
38405,396065.0,1416625.0,7
38406,396075.0,1416625.0,7
2214,395505.0,1418275.0,7
38408,396095.0,1416625.0,7
37740,395985.0,1416655.0,7
38414,396155.0,1416625.0,7
38415,396165.0,1416625.0,7
38416,396175.0,1416625.0,7
38417,396185.0,1416625.0,7
38418,396195.0,1416625.0,7
38419,396205.0,1416625.0,7
38420,396215.0,1416625.0,7
38422,396235.0,1416625.0,7
38423,396245.0,1416625.0,7
37785,396435.0,1416655.0,7
38409,396105.0,1416625.0,7
37767,396255.0,1416655.0,7
2883,395625.0,1418245.0,7
2225,395615.0,1418275.0,7
2213,395495.0,1418275.0,7
2872,395515.0,1418245.0,7
2873,395525.0,1418245.0,7
2874,395535.0,1418245.0,7
2875,395545.0,1418245.0,7
2876,395555.0,1418245.0,7
38395,395965.0,1416625.0,7
38396,395975.0,1416625.0,7
2877,395565.0,1418245.0,7
38397,395985.0,1416625.0,7
37788,396465.0,1416655.0,7
38399,396005.0,1416625.0,7
38400,396015.0,1416625.0,7
38401,396025.0,1416625.0,7
476,395645.0,1418355.0,7
2878,395575.0,1418245.0,7
2879,395585.0,1418245.0,7
2880,395595.0,1418245.0,7
37787,396455.0,1416655.0,7
37533,396105.0,1416665.0,7
37532,396095.0,1416665.0,7
2881,395605.0,1418245.0,7
2226,395625.0,1418275.0,7
2882,395615.0,1418245.0,7
37531,396085.0,1416665.0,7
2871,395505.0,1418245.0,7
2272,396085.0,1418275.0,7
2216,395525.0,1418275.0,7
6136,395305.0,1418095.0,7
5,395315.0,1418375.0,7
2658,395565.0,1418255.0,7
959,396095.0,1418335.0,7
37524,396015.0,1416665.0,7
2657,395555.0,1418255.0,7
2656,395545.0,1418255.0,7
6395,395705.0,1418085.0,7
6396,395715.0,1418085.0,7
3274,397345.0,1418235.0,7
3273,397335.0,1418235.0,7
960,396105.0,1418335.0,7
2659,395575.0,1418255.0,7
7763,396245.0,1418025.0,7
2322,396585.0,1418275.0,7
2655,395535.0,1418255.0,7
3270,397305.0,1418235.0,7
37523,396005.0,1416665.0,7
6272,396665.0,1418095.0,7
6266,396605.0,1418095.0,7
37751,396095.0,1416655.0,7
466,395545.0,1418355.0,7
467,395555.0,1418355.0,7
2330,396665.0,1418275.0,7
2331,396675.0,1418275.0,7
3271,397315.0,1418235.0,7
2660,395585.0,1418255.0,7
2661,395595.0,1418255.0,7
2662,395605.0,1418255.0,7
3298,395395.0,1418225.0,7
3297,395385.0,1418225.0,7
3294,395355.0,1418225.0,7
3293,395345.0,1418225.0,7
15,395415.0,1418375.0,7
3292,395335.0,1418225.0,7
2730,396285.0,1418255.0,7
14,395405.0,1418375.0,7
37565,396425.0,1416665.0,7
3291,395325.0,1418225.0,7
37525,396025.0,1416665.0,7
13,395395.0,1418375.0,7
7973,396155.0,1418015.0,7
3289,395305.0,1418225.0,7
6391,395665.0,1418085.0,7
2195,395315.0,1418275.0,7
464,395525.0,1418355.0,7
465,395535.0,1418355.0,7
3288,395295.0,1418225.0,7
2665,395635.0,1418255.0,7
3284,397445.0,1418235.0,7
2664,395625.0,1418255.0,7
2663,395615.0,1418255.0,7
3283,397435.0,1418235.0,7
4,395305.0,1418375.0,7
38530,397315.0,1416625.0,7
3299,395405.0,1418225.0,7
2273,396095.0,1418275.0,7
2654,395525.0,1418255.0,7
38515,397165.0,1416625.0,7
5957,395705.0,1418105.0,7
5958,395715.0,1418105.0,7
2646,395445.0,1418255.0,7
38514,397155.0,1416625.0,7
6485,396605.0,1418085.0,7
2645,395435.0,1418255.0,7
6157,395515.0,1418095.0,7
472,395605.0,1418355.0,7
38513,397145.0,1416625.0,7
38512,397135.0,1416625.0,7
38516,397175.0,1416625.0,7
6156,395505.0,1418095.0,7
2644,395425.0,1418255.0,7
6154,395485.0,1418095.0,7
37560,396375.0,1416665.0,7
37559,396365.0,1416665.0,7
38507,397085.0,1416625.0,7
2643,395415.0,1418255.0,7
37558,396355.0,1416665.0,7
37521,395985.0,1416665.0,7
6397,395725.0,1418085.0,7
5959,395725.0,1418105.0,7
6153,395475.0,1418095.0,7
6155,395495.0,1418095.0,7
37561,396385.0,1416665.0,7
471,395595.0,1418355.0,7
2750,396485.0,1418255.0,7
38528,397295.0,1416625.0,7
2653,395515.0,1418255.0,7
911,395615.0,1418335.0,7
2652,395505.0,1418255.0,7
913,395635.0,1418335.0,7
914,395645.0,1418335.0,7
2650,395485.0,1418255.0,7
5947,395605.0,1418105.0,7
5948,395615.0,1418105.0,7
5949,395625.0,1418105.0,7
5950,395635.0,1418105.0,7
5951,395645.0,1418105.0,7
449,395375.0,1418355.0,7
2342,396785.0,1418275.0,7
5953,395665.0,1418105.0,7
37733,395915.0,1416655.0,7
468,395565.0,1418355.0,7
2649,395475.0,1418255.0,7
37522,395995.0,1416665.0,7
5954,395675.0,1418105.0,7
37769,396275.0,1416655.0,7
37564,396415.0,1416665.0,7
37563,396405.0,1416665.0,7
37562,396395.0,1416665.0,7
2648,395465.0,1418255.0,7
3262,397225.0,1418235.0,7
37566,396435.0,1416665.0,7
2666,395645.0,1418255.0,7
37752,396105.0,1416655.0,7
2711,396095.0,1418255.0,7
2687,395855.0,1418255.0,7
2197,395335.0,1418275.0,7
2196,395325.0,1418275.0,7
452,395405.0,1418355.0,7
7975,396175.0,1418015.0,7
3329,395705.0,1418225.0,7
3328,395695.0,1418225.0,7
453,395415.0,1418355.0,7
3327,395685.0,1418225.0,7
3326,395675.0,1418225.0,7
7982,396245.0,1418015.0,7
454,395425.0,1418355.0,7
455,395435.0,1418355.0,7
2686,395845.0,1418255.0,7
2685,395835.0,1418255.0,7
6178,395725.0,1418095.0,7
456,395445.0,1418355.0,7
6179,395735.0,1418095.0,7
37757,396155.0,1416655.0,7
5936,395495.0,1418105.0,7
5937,395505.0,1418105.0,7
37771,396295.0,1416655.0,7
38532,397335.0,1416625.0,7
7985,396275.0,1418015.0,7
3330,395715.0,1418225.0,7
3331,395725.0,1418225.0,7
3332,395735.0,1418225.0,7
8101,397435.0,1418015.0,7
6177,395715.0,1418095.0,7
37731,395895.0,1416655.0,7
37732,395905.0,1416655.0,7
5929,395425.0,1418105.0,7
5930,395435.0,1418105.0,7
6387,395625.0,1418085.0,7
8100,397425.0,1418015.0,7
5931,395445.0,1418105.0,7
5932,395455.0,1418105.0,7
5933,395465.0,1418105.0,7
5934,395475.0,1418105.0,7
5935,395485.0,1418105.0,7
8099,397415.0,1418015.0,7
8098,397405.0,1418015.0,7
2202,395385.0,1418275.0,7
6176,395705.0,1418095.0,7
3341,395825.0,1418225.0,7
2203,395395.0,1418275.0,7
3340,395815.0,1418225.0,7
2200,395365.0,1418275.0,7
2199,395355.0,1418275.0,7
2198,395345.0,1418275.0,7
3339,395805.0,1418225.0,7
3338,395795.0,1418225.0,7
7733,395945.0,1418025.0,7
37770,396285.0,1416655.0,7
457,395455.0,1418355.0,7
5941,395545.0,1418105.0,7
3314,395555.0,1418225.0,7
2668,395665.0,1418255.0,7
3313,395545.0,1418225.0,7
37753,396115.0,1416655.0,7
3312,395535.0,1418225.0,7
3311,395525.0,1418225.0,7
3310,395515.0,1418225.0,7
3309,395505.0,1418225.0,7
3308,395495.0,1418225.0,7
3307,395485.0,1418225.0,7
3306,395475.0,1418225.0,7
2667,395655.0,1418255.0,7
3305,395465.0,1418225.0,7
3304,395455.0,1418225.0,7
3303,395445.0,1418225.0,7
3302,395435.0,1418225.0,7
3301,395425.0,1418225.0,7
6390,395655.0,1418085.0,7
7746,396075.0,1418025.0,7
7747,396085.0,1418025.0,7
2729,396275.0,1418255.0,7
7748,396095.0,1418025.0,7
7749,396105.0,1418025.0,7
3300,395415.0,1418225.0,7
37567,396445.0,1416665.0,7
2669,395675.0,1418255.0,7
5960,395735.0,1418105.0,7
2670,395685.0,1418255.0,7
6167,395615.0,1418095.0,7
458,395465.0,1418355.0,7
3321,395625.0,1418225.0,7
3320,395615.0,1418225.0,7
3318,395595.0,1418225.0,7
3317,395585.0,1418225.0,7
7735,395965.0,1418025.0,7
3316,395575.0,1418225.0,7
37569,396465.0,1416665.0,7
2675,395735.0,1418255.0,7
2672,395705.0,1418255.0,7
7739,396005.0,1418025.0,7
459,395475.0,1418355.0,7
460,395485.0,1418355.0,7
461,395495.0,1418355.0,7
37568,396455.0,1416665.0,7
462,395505.0,1418355.0,7
463,395515.0,1418355.0,7
6172,395665.0,1418095.0,7
37758,396165.0,1416655.0,7
6171,395655.0,1418095.0,7
451,395395.0,1418355.0,7
6169,395635.0,1418095.0,7
450,395385.0,1418355.0,7
2671,395695.0,1418255.0,7
37754,396125.0,1416655.0,7
3315,395565.0,1418225.0,7
38506,397075.0,1416625.0,7
38529,397305.0,1416625.0,7
6152,395465.0,1418095.0,7
6139,395335.0,1418095.0,7
38446,396475.0,1416625.0,7
38447,396485.0,1416625.0,7
6150,395445.0,1418095.0,7
38448,396495.0,1416625.0,7
37749,396075.0,1416655.0,7
37552,396295.0,1416665.0,7
37748,396065.0,1416655.0,7
6251,396455.0,1418095.0,7
2635,395335.0,1418255.0,7
37747,396055.0,1416655.0,7
38434,396355.0,1416625.0,7
2204,395405.0,1418275.0,7
5968,395815.0,1418105.0,7
2636,395345.0,1418255.0,7
6378,395535.0,1418085.0,7
6377,395525.0,1418085.0,7
12,395385.0,1418375.0,7
6138,395325.0,1418095.0,7
37553,396305.0,1416665.0,7
37743,396015.0,1416655.0,7
38352,395535.0,1416625.0,7
37555,396325.0,1416665.0,7
6151,395455.0,1418095.0,7
7962,396045.0,1418015.0,7
6376,395515.0,1418085.0,7
2637,395355.0,1418255.0,7
38458,396595.0,1416625.0,7
7964,396065.0,1418015.0,7
37750,396085.0,1416655.0,7
6250,396445.0,1418095.0,7
7949,395915.0,1418015.0,7
2391,397275.0,1418275.0,7
2634,395325.0,1418255.0,7
6146,395405.0,1418095.0,7
37744,396025.0,1416655.0,7
2057,396125.0,1418285.0,7
531,396195.0,1418355.0,7
38441,396425.0,1416625.0,7
6144,395385.0,1418095.0,7
38442,396435.0,1416625.0,7
2056,396115.0,1418285.0,7
7950,395925.0,1418015.0,7
2054,396095.0,1418285.0,7
7954,395965.0,1418015.0,7
2189,397445.0,1418285.0,7
6143,395375.0,1418095.0,7
7965,396075.0,1418015.0,7
7787,396485.0,1418025.0,7
7957,395995.0,1418015.0,7
5970,395835.0,1418105.0,7
3217,396775.0,1418235.0,7
6142,395365.0,1418095.0,7
6186,395805.0,1418095.0,7
6246,396405.0,1418095.0,7
6188,395825.0,1418095.0,7
3218,396785.0,1418235.0,7
6189,395835.0,1418095.0,7
6149,395435.0,1418095.0,7
2631,395295.0,1418255.0,7
6140,395345.0,1418095.0,7
5969,395825.0,1418105.0,7
2793,396915.0,1418255.0,7
7786,396475.0,1418025.0,7
2166,397215.0,1418285.0,7
2172,397275.0,1418285.0,7
37746,396045.0,1416655.0,7
37742,396005.0,1416655.0,7
37557,396345.0,1416665.0,7
2639,395375.0,1418255.0,7
7966,396085.0,1418015.0,7
7968,396105.0,1418015.0,7
2640,395385.0,1418255.0,7
2641,395395.0,1418255.0,7
2206,395425.0,1418275.0,7
2642,395405.0,1418255.0,7
2385,397215.0,1418275.0,7
6137,395315.0,1418095.0,7
2188,397435.0,1418285.0,7
2274,396105.0,1418275.0,7
2205,395415.0,1418275.0,7
3229,396895.0,1418235.0,7
7967,396095.0,1418015.0,7
37556,396335.0,1416665.0,7
35617,396655.0,1416755.0,8
5424,396945.0,1418135.0,8
6199,395935.0,1418095.0,8
30650,397355.0,1416985.0,8
19159,396325.0,1417505.0,8
16096,396355.0,1417645.0,8
35609,396575.0,1416755.0,8
16097,396365.0,1417645.0,8
19098,395715.0,1417505.0,8
36133,397435.0,1416735.0,8
16036,395755.0,1417645.0,8
30732,395985.0,1416975.0,8
5361,396315.0,1418135.0,8
30651,397365.0,1416985.0,8
6200,395945.0,1418095.0,8
35675,397235.0,1416755.0,8
5420,396905.0,1418135.0,8
30513,395985.0,1416985.0,8
37882,397405.0,1416655.0,8
36122,397325.0,1416735.0,8
5358,396285.0,1418135.0,8
19405,396595.0,1417495.0,8
35619,396675.0,1416755.0,8
16094,396335.0,1417645.0,8
35676,397245.0,1416755.0,8
5359,396295.0,1418135.0,8
30653,397385.0,1416985.0,8
1232,396635.0,1418325.0,8
5360,396305.0,1418135.0,8
35625,396735.0,1416755.0,8
35552,396005.0,1416755.0,8
35618,396665.0,1416755.0,8
38750,397325.0,1416615.0,8
16153,396925.0,1417645.0,8
6187,395815.0,1418095.0,8
19443,396975.0,1417495.0,8
19444,396985.0,1417495.0,8
19445,396995.0,1417495.0,8
35624,396725.0,1416755.0,8
19446,397005.0,1417495.0,8
16004,395435.0,1417645.0,8
16001,395405.0,1417645.0,8
19186,396595.0,1417505.0,8
30717,395835.0,1416975.0,8
18966,396585.0,1417515.0,8
6185,395795.0,1418095.0,8
35560,396085.0,1416755.0,8
37898,395375.0,1416645.0,8
19190,396635.0,1417505.0,8
19191,396645.0,1417505.0,8
18967,396595.0,1417515.0,8
30733,395995.0,1416975.0,8
31539,395295.0,1416935.0,8
35559,396075.0,1416755.0,8
35558,396065.0,1416755.0,8
35607,396555.0,1416755.0,8
35606,396545.0,1416755.0,8
5476,395275.0,1418125.0,8
30625,397105.0,1416985.0,8
38751,397335.0,1416615.0,8
30624,397095.0,1416985.0,8
38752,397345.0,1416615.0,8
35677,397255.0,1416755.0,8
16010,395495.0,1417645.0,8
19113,395865.0,1417505.0,8
30535,396205.0,1416985.0,8
19438,396925.0,1417495.0,8
18916,396085.0,1417515.0,8
6198,395925.0,1418095.0,8
19439,396935.0,1417495.0,8
19440,396945.0,1417495.0,8
1234,396655.0,1418325.0,8
35608,396565.0,1416755.0,8
35673,397215.0,1416755.0,8
37910,395495.0,1416645.0,8
19114,395875.0,1417505.0,8
35627,396755.0,1416755.0,8
34244,396065.0,1416815.0,8
254,395615.0,1418365.0,8
16150,396895.0,1417645.0,8
5482,395335.0,1418125.0,8
18951,396435.0,1417515.0,8
19089,395625.0,1417505.0,8
30673,395395.0,1416975.0,8
30729,395955.0,1416975.0,8
19119,395925.0,1417505.0,8
5423,396935.0,1418135.0,8
16021,395605.0,1417645.0,8
19122,395955.0,1417505.0,8
19123,395965.0,1417505.0,8
19124,395975.0,1417505.0,8
16023,395625.0,1417645.0,8
30730,395965.0,1416975.0,8
19435,396895.0,1417495.0,8
16020,395595.0,1417645.0,8
16019,395585.0,1417645.0,8
16085,396245.0,1417645.0,8
34245,396075.0,1416815.0,8
34246,396085.0,1416815.0,8
35664,397125.0,1416755.0,8
18943,396355.0,1417515.0,8
18944,396365.0,1417515.0,8
37897,395365.0,1416645.0,8
19085,395585.0,1417505.0,8
1219,396505.0,1418325.0,8
31573,395635.0,1416935.0,8
35663,397115.0,1416755.0,8
16152,396915.0,1417645.0,8
31543,395335.0,1416935.0,8
30675,395415.0,1416975.0,8
35662,397105.0,1416755.0,8
34250,396125.0,1416815.0,8
30674,395405.0,1416975.0,8
16024,395635.0,1417645.0,8
30659,397445.0,1416985.0,8
1221,396525.0,1418325.0,8
36125,397355.0,1416735.0,8
36123,397335.0,1416735.0,8
16072,396115.0,1417645.0,8
5421,396915.0,1418135.0,8
6206,396005.0,1418095.0,8
37911,395505.0,1416645.0,8
36127,397375.0,1416735.0,8
16139,396785.0,1417645.0,8
31574,395645.0,1416935.0,8
5479,395305.0,1418125.0,8
5478,395295.0,1418125.0,8
34265,396275.0,1416815.0,8
16154,396935.0,1417645.0,8
6201,395955.0,1418095.0,8
30511,395965.0,1416985.0,8
36097,397075.0,1416735.0,8
36128,397385.0,1416735.0,8
5422,396925.0,1418135.0,8
1231,396625.0,1418325.0,8
5480,395315.0,1418125.0,8
19078,395515.0,1417505.0,8
19129,396025.0,1417505.0,8
16086,396255.0,1417645.0,8
36126,397365.0,1416735.0,8
35672,397205.0,1416755.0,8
19436,396905.0,1417495.0,8
19437,396915.0,1417495.0,8
16026,395655.0,1417645.0,8
16149,396885.0,1417645.0,8
16146,396855.0,1417645.0,8
31541,395315.0,1416935.0,8
30656,397415.0,1416985.0,8
30498,395835.0,1416985.0,8
5425,396955.0,1418135.0,8
30731,395975.0,1416975.0,8
5481,395325.0,1418125.0,8
31548,395385.0,1416935.0,8
5477,395285.0,1418125.0,8
19130,396035.0,1417505.0,8
19217,396905.0,1417505.0,8
36114,397245.0,1416735.0,8
19260,397335.0,1417505.0,8
19301,395555.0,1417495.0,8
30594,396795.0,1416985.0,8
30593,396785.0,1416985.0,8
5453,397235.0,1418135.0,8
36099,397095.0,1416735.0,8
36100,397105.0,1416735.0,8
5452,397225.0,1418135.0,8
36101,397115.0,1416735.0,8
36102,397125.0,1416735.0,8
36103,397135.0,1416735.0,8
19300,395545.0,1417495.0,8
30592,396775.0,1416985.0,8
30591,396765.0,1416985.0,8
16123,396625.0,1417645.0,8
19010,397025.0,1417515.0,8
19011,397035.0,1417515.0,8
16120,396595.0,1417645.0,8
19273,395275.0,1417495.0,8
36130,397405.0,1416735.0,8
16050,395895.0,1417645.0,8
19054,395275.0,1417505.0,8
19302,395565.0,1417495.0,8
19058,395315.0,1417505.0,8
19318,395725.0,1417495.0,8
18998,396905.0,1417515.0,8
18999,396915.0,1417515.0,8
19317,395715.0,1417495.0,8
6195,395895.0,1418095.0,8
16045,395845.0,1417645.0,8
16046,395855.0,1417645.0,8
19003,396955.0,1417515.0,8
36131,397415.0,1416735.0,8
16047,395865.0,1417645.0,8
16048,395875.0,1417645.0,8
212,397385.0,1418375.0,8
19057,395305.0,1417505.0,8
19005,396975.0,1417515.0,8
16049,395885.0,1417645.0,8
19056,395295.0,1417505.0,8
19304,395585.0,1417495.0,8
19006,396985.0,1417515.0,8
19055,395285.0,1417505.0,8
30565,396505.0,1416985.0,8
18997,396895.0,1417515.0,8
19274,395285.0,1417495.0,8
19299,395535.0,1417495.0,8
19284,395385.0,1417495.0,8
16060,395995.0,1417645.0,8
19040,397325.0,1417515.0,8
19017,397095.0,1417515.0,8
16062,396015.0,1417645.0,8
19020,397125.0,1417515.0,8
19035,397275.0,1417515.0,8
19286,395405.0,1417495.0,8
16063,396025.0,1417645.0,8
16064,396035.0,1417645.0,8
19022,397145.0,1417515.0,8
37884,397425.0,1416655.0,8
19285,395395.0,1417495.0,8
19033,397255.0,1417515.0,8
36132,397425.0,1416735.0,8
16066,396055.0,1417645.0,8
16065,396045.0,1417645.0,8
19030,397225.0,1417515.0,8
19025,397175.0,1417515.0,8
19281,395355.0,1417495.0,8
208,397345.0,1418375.0,8
19280,395345.0,1417495.0,8
19279,395335.0,1417495.0,8
16051,395905.0,1417645.0,8
16052,395915.0,1417645.0,8
16053,395925.0,1417645.0,8
19015,397075.0,1417515.0,8
30684,395505.0,1416975.0,8
37883,397415.0,1416655.0,8
1220,396515.0,1418325.0,8
30688,395545.0,1416975.0,8
16055,395945.0,1417645.0,8
36106,397165.0,1416735.0,8
30689,395555.0,1416975.0,8
30692,395585.0,1416975.0,8
19275,395295.0,1417495.0,8
1243,396745.0,1418325.0,8
19298,395525.0,1417495.0,8
19297,395515.0,1417495.0,8
19295,395495.0,1417495.0,8
19278,395325.0,1417495.0,8
19294,395485.0,1417495.0,8
19041,397335.0,1417515.0,8
30690,395565.0,1416975.0,8
18970,396625.0,1417515.0,8
30564,396495.0,1416985.0,8
30562,396475.0,1416985.0,8
19230,397035.0,1417505.0,8
19231,397045.0,1417505.0,8
19232,397055.0,1417505.0,8
30707,395735.0,1416975.0,8
30599,396845.0,1416985.0,8
30706,395725.0,1416975.0,8
19234,397075.0,1417505.0,8
16039,395785.0,1417645.0,8
19061,395345.0,1417505.0,8
30536,396215.0,1416985.0,8
30537,396225.0,1416985.0,8
30538,396235.0,1416985.0,8
38753,397355.0,1416615.0,8
35561,396095.0,1416755.0,8
38754,397365.0,1416615.0,8
18985,396775.0,1417515.0,8
36098,397085.0,1416735.0,8
