,long,lat,data
24843,396225.0,1417245.0,5
24842,396215.0,1417245.0,5
30103,396265.0,1417005.0,5
30104,396275.0,1417005.0,5
30105,396285.0,1417005.0,5
30106,396295.0,1417005.0,5
30107,396305.0,1417005.0,5
30108,396315.0,1417005.0,5
30109,396325.0,1417005.0,5
30110,396335.0,1417005.0,5
24640,396385.0,1417255.0,5
24639,396375.0,1417255.0,5
30129,396525.0,1417005.0,5
30130,396535.0,1417005.0,5
24638,396365.0,1417255.0,5
24637,396355.0,1417255.0,5
24636,396345.0,1417255.0,5
24635,396335.0,1417255.0,5
24634,396325.0,1417255.0,5
24633,396315.0,1417255.0,5
24632,396305.0,1417255.0,5
30102,396255.0,1417005.0,5
25054,396145.0,1417235.0,5
24641,396395.0,1417255.0,5
34677,396015.0,1416795.0,5
24841,396205.0,1417245.0,5
24840,396195.0,1417245.0,5
24839,396185.0,1417245.0,5
24838,396175.0,1417245.0,5
24837,396165.0,1417245.0,5
24836,396155.0,1417245.0,5
24835,396145.0,1417245.0,5
24834,396135.0,1417245.0,5
24833,396125.0,1417245.0,5
24832,396115.0,1417245.0,5
29927,396695.0,1417015.0,5
24831,396105.0,1417245.0,5
24830,396095.0,1417245.0,5
24829,396085.0,1417245.0,5
24828,396075.0,1417245.0,5
24827,396065.0,1417245.0,5
24826,396055.0,1417245.0,5
24825,396045.0,1417245.0,5
24824,396035.0,1417245.0,5
30094,396175.0,1417005.0,5
25055,396155.0,1417235.0,5
25056,396165.0,1417235.0,5
29693,396545.0,1417025.0,5
25285,396265.0,1417225.0,5
25284,396255.0,1417225.0,5
25283,396245.0,1417225.0,5
25282,396235.0,1417225.0,5
25281,396225.0,1417225.0,5
25280,396215.0,1417225.0,5
25279,396205.0,1417225.0,5
25278,396195.0,1417225.0,5
25277,396185.0,1417225.0,5
25275,396165.0,1417225.0,5
25274,396155.0,1417225.0,5
25273,396145.0,1417225.0,5
25272,396135.0,1417225.0,5
25271,396125.0,1417225.0,5
25270,396115.0,1417225.0,5
29437,396175.0,1417035.0,5
25269,396105.0,1417225.0,5
25268,396095.0,1417225.0,5
25267,396085.0,1417225.0,5
25291,396325.0,1417225.0,5
25266,396075.0,1417225.0,5
25479,396015.0,1417215.0,5
25481,396035.0,1417215.0,5
29224,396235.0,1417045.0,5
29225,396245.0,1417045.0,5
25499,396215.0,1417215.0,5
25498,396205.0,1417215.0,5
25497,396195.0,1417215.0,5
25496,396185.0,1417215.0,5
25494,396165.0,1417215.0,5
25493,396155.0,1417215.0,5
25492,396145.0,1417215.0,5
25491,396135.0,1417215.0,5
25490,396125.0,1417215.0,5
25489,396115.0,1417215.0,5
25488,396105.0,1417215.0,5
25487,396095.0,1417215.0,5
25486,396085.0,1417215.0,5
25485,396075.0,1417215.0,5
25484,396065.0,1417215.0,5
25483,396055.0,1417215.0,5
25482,396045.0,1417215.0,5
25480,396025.0,1417215.0,5
24631,396295.0,1417255.0,5
29442,396225.0,1417035.0,5
29444,396245.0,1417035.0,5
25061,396215.0,1417235.0,5
25060,396205.0,1417235.0,5
29656,396175.0,1417025.0,5
29657,396185.0,1417025.0,5
29658,396195.0,1417025.0,5
29660,396215.0,1417025.0,5
29661,396225.0,1417025.0,5
29662,396235.0,1417025.0,5
29663,396245.0,1417025.0,5
29665,396265.0,1417025.0,5
29666,396275.0,1417025.0,5
29667,396285.0,1417025.0,5
29668,396295.0,1417025.0,5
29669,396305.0,1417025.0,5
29670,396315.0,1417025.0,5
25059,396195.0,1417235.0,5
25058,396185.0,1417235.0,5
25057,396175.0,1417235.0,5
29692,396535.0,1417025.0,5
25062,396225.0,1417235.0,5
29443,396235.0,1417035.0,5
25063,396235.0,1417235.0,5
25065,396255.0,1417235.0,5
25265,396065.0,1417225.0,5
29446,396265.0,1417035.0,5
25264,396055.0,1417225.0,5
25263,396045.0,1417225.0,5
29449,396295.0,1417035.0,5
29450,396305.0,1417035.0,5
25262,396035.0,1417225.0,5
25261,396025.0,1417225.0,5
25101,396615.0,1417235.0,5
25100,396605.0,1417235.0,5
25074,396345.0,1417235.0,5
25073,396335.0,1417235.0,5
25072,396325.0,1417235.0,5
25071,396315.0,1417235.0,5
25070,396305.0,1417235.0,5
25069,396295.0,1417235.0,5
25068,396285.0,1417235.0,5
25067,396275.0,1417235.0,5
25066,396265.0,1417235.0,5
25064,396245.0,1417235.0,5
24630,396285.0,1417255.0,5
24629,396275.0,1417255.0,5
24628,396265.0,1417255.0,5
24186,396225.0,1417275.0,5
24185,396215.0,1417275.0,5
24184,396205.0,1417275.0,5
24183,396195.0,1417275.0,5
24182,396185.0,1417275.0,5
24181,396175.0,1417275.0,5
24178,396145.0,1417275.0,5
24177,396135.0,1417275.0,5
24176,396125.0,1417275.0,5
24175,396115.0,1417275.0,5
24174,396105.0,1417275.0,5
30749,396155.0,1416975.0,5
30751,396175.0,1416975.0,5
30752,396185.0,1416975.0,5
30759,396255.0,1416975.0,5
30760,396265.0,1416975.0,5
30761,396275.0,1416975.0,5
30762,396285.0,1416975.0,5
30763,396295.0,1416975.0,5
24187,396235.0,1417275.0,5
30765,396315.0,1416975.0,5
24188,396245.0,1417275.0,5
24190,396265.0,1417275.0,5
24203,396395.0,1417275.0,5
24202,396385.0,1417275.0,5
24201,396375.0,1417275.0,5
24200,396365.0,1417275.0,5
24199,396355.0,1417275.0,5
24198,396345.0,1417275.0,5
24197,396335.0,1417275.0,5
24196,396325.0,1417275.0,5
24195,396315.0,1417275.0,5
24194,396305.0,1417275.0,5
30580,396655.0,1416985.0,5
30581,396665.0,1416985.0,5
30582,396675.0,1416985.0,5
30583,396685.0,1416985.0,5
30584,396695.0,1416985.0,5
24193,396295.0,1417275.0,5
30586,396715.0,1416985.0,5
24192,396285.0,1417275.0,5
24191,396275.0,1417275.0,5
24189,396255.0,1417275.0,5
30766,396325.0,1416975.0,5
30767,396335.0,1416975.0,5
30786,396525.0,1416975.0,5
23968,396235.0,1417285.0,5
23967,396225.0,1417285.0,5
23966,396215.0,1417285.0,5
23965,396205.0,1417285.0,5
23964,396195.0,1417285.0,5
23963,396185.0,1417285.0,5
23962,396175.0,1417285.0,5
23961,396165.0,1417285.0,5
23960,396155.0,1417285.0,5
23959,396145.0,1417285.0,5
23958,396135.0,1417285.0,5
23957,396125.0,1417285.0,5
23956,396115.0,1417285.0,5
23955,396105.0,1417285.0,5
23954,396095.0,1417285.0,5
30978,396255.0,1416965.0,5
30979,396265.0,1416965.0,5
30980,396275.0,1416965.0,5
30981,396285.0,1416965.0,5
23969,396245.0,1417285.0,5
23970,396255.0,1417285.0,5
23971,396265.0,1417285.0,5
23972,396275.0,1417285.0,5
24006,396615.0,1417285.0,5
24005,396605.0,1417285.0,5
30799,396655.0,1416975.0,5
30800,396665.0,1416975.0,5
30802,396685.0,1416975.0,5
23987,396425.0,1417285.0,5
23986,396415.0,1417285.0,5
23985,396405.0,1417285.0,5
23984,396395.0,1417285.0,5
24204,396405.0,1417275.0,5
23983,396385.0,1417285.0,5
23981,396365.0,1417285.0,5
23980,396355.0,1417285.0,5
23979,396345.0,1417285.0,5
23978,396335.0,1417285.0,5
23977,396325.0,1417285.0,5
23976,396315.0,1417285.0,5
23975,396305.0,1417285.0,5
23974,396295.0,1417285.0,5
23973,396285.0,1417285.0,5
23982,396375.0,1417285.0,5
29223,396225.0,1417045.0,5
24205,396415.0,1417275.0,5
30548,396335.0,1416985.0,5
24608,396065.0,1417255.0,5
24607,396055.0,1417255.0,5
24606,396045.0,1417255.0,5
24605,396035.0,1417255.0,5
24602,396005.0,1417255.0,5
34292,396545.0,1416815.0,5
24423,396405.0,1417265.0,5
24422,396395.0,1417265.0,5
24421,396385.0,1417265.0,5
30312,396165.0,1416995.0,5
30313,396175.0,1416995.0,5
30314,396185.0,1416995.0,5
24420,396375.0,1417265.0,5
24418,396355.0,1417265.0,5
24417,396345.0,1417265.0,5
24416,396335.0,1417265.0,5
30321,396255.0,1416995.0,5
30322,396265.0,1416995.0,5
30323,396275.0,1416995.0,5
24609,396075.0,1417255.0,5
30324,396285.0,1416995.0,5
24610,396085.0,1417255.0,5
24612,396105.0,1417255.0,5
24627,396255.0,1417255.0,5
24626,396245.0,1417255.0,5
24625,396235.0,1417255.0,5
30145,396685.0,1417005.0,5
30146,396695.0,1417005.0,5
30147,396705.0,1417005.0,5
30148,396715.0,1417005.0,5
24624,396225.0,1417255.0,5
24623,396215.0,1417255.0,5
24622,396205.0,1417255.0,5
24621,396195.0,1417255.0,5
24620,396185.0,1417255.0,5
24619,396175.0,1417255.0,5
24618,396165.0,1417255.0,5
24617,396155.0,1417255.0,5
24616,396145.0,1417255.0,5
24615,396135.0,1417255.0,5
24614,396125.0,1417255.0,5
24613,396115.0,1417255.0,5
24611,396095.0,1417255.0,5
30325,396295.0,1416995.0,5
24415,396325.0,1417265.0,5
30327,396315.0,1416995.0,5
30368,396725.0,1416995.0,5
24397,396145.0,1417265.0,5
24396,396135.0,1417265.0,5
24395,396125.0,1417265.0,5
24394,396115.0,1417265.0,5
24393,396105.0,1417265.0,5
24392,396095.0,1417265.0,5
24388,396055.0,1417265.0,5
24225,396615.0,1417275.0,5
24224,396605.0,1417275.0,5
30532,396175.0,1416985.0,5
30533,396185.0,1416985.0,5
30540,396255.0,1416985.0,5
30541,396265.0,1416985.0,5
30542,396275.0,1416985.0,5
30543,396285.0,1416985.0,5
30544,396295.0,1416985.0,5
30546,396315.0,1416985.0,5
30547,396325.0,1416985.0,5
30367,396715.0,1416995.0,5
30366,396705.0,1416995.0,5
30365,396695.0,1416995.0,5
30364,396685.0,1416995.0,5
30328,396325.0,1416995.0,5
30329,396335.0,1416995.0,5
24414,396315.0,1417265.0,5
24413,396305.0,1417265.0,5
30348,396525.0,1416995.0,5
24412,396295.0,1417265.0,5
24411,396285.0,1417265.0,5
24410,396275.0,1417265.0,5
24409,396265.0,1417265.0,5
30567,396525.0,1416985.0,5
24408,396255.0,1417265.0,5
24406,396235.0,1417265.0,5
24405,396225.0,1417265.0,5
24404,396215.0,1417265.0,5
24403,396205.0,1417265.0,5
24402,396195.0,1417265.0,5
24401,396185.0,1417265.0,5
24400,396175.0,1417265.0,5
30362,396665.0,1416995.0,5
30363,396675.0,1416995.0,5
24407,396245.0,1417265.0,5
25500,396225.0,1417215.0,5
25501,396235.0,1417215.0,5
25502,396245.0,1417215.0,5
27064,396535.0,1417145.0,5
27063,396525.0,1417145.0,5
27062,396515.0,1417145.0,5
27061,396505.0,1417145.0,5
28126,396205.0,1417095.0,5
28127,396215.0,1417095.0,5
28128,396225.0,1417095.0,5
27060,396495.0,1417145.0,5
28130,396245.0,1417095.0,5
28131,396255.0,1417095.0,5
28132,396265.0,1417095.0,5
28133,396275.0,1417095.0,5
27046,396355.0,1417145.0,5
27045,396345.0,1417145.0,5
27035,396245.0,1417145.0,5
27034,396235.0,1417145.0,5
27033,396225.0,1417145.0,5
27032,396215.0,1417145.0,5
27031,396205.0,1417145.0,5
27065,396545.0,1417145.0,5
27030,396195.0,1417145.0,5
28117,396115.0,1417095.0,5
28115,396095.0,1417095.0,5
27244,396145.0,1417135.0,5
27243,396135.0,1417135.0,5
27241,396115.0,1417135.0,5
27240,396105.0,1417135.0,5
27239,396095.0,1417135.0,5
27238,396085.0,1417135.0,5
27237,396075.0,1417135.0,5
27236,396065.0,1417135.0,5
27235,396055.0,1417135.0,5
27234,396045.0,1417135.0,5
27233,396035.0,1417135.0,5
27232,396025.0,1417135.0,5
27231,396015.0,1417135.0,5
34494,396375.0,1416805.0,5
28106,396005.0,1417095.0,5
28107,396015.0,1417095.0,5
28108,396025.0,1417095.0,5
28109,396035.0,1417095.0,5
28110,396045.0,1417095.0,5
28116,396105.0,1417095.0,5
27029,396185.0,1417145.0,5
27028,396175.0,1417145.0,5
27027,396165.0,1417145.0,5
28327,396025.0,1417085.0,5
28328,396035.0,1417085.0,5
28329,396045.0,1417085.0,5
28330,396055.0,1417085.0,5
28331,396065.0,1417085.0,5
28332,396075.0,1417085.0,5
28333,396085.0,1417085.0,5
28334,396095.0,1417085.0,5
26843,396515.0,1417155.0,5
26842,396505.0,1417155.0,5
26830,396385.0,1417155.0,5
26829,396375.0,1417155.0,5
28346,396215.0,1417085.0,5
28347,396225.0,1417085.0,5
26828,396365.0,1417155.0,5
28349,396245.0,1417085.0,5
28350,396255.0,1417085.0,5
28351,396265.0,1417085.0,5
26827,396355.0,1417155.0,5
28326,396015.0,1417085.0,5
28325,396005.0,1417085.0,5
28324,395995.0,1417085.0,5
28323,395985.0,1417085.0,5
27026,396155.0,1417145.0,5
27025,396145.0,1417145.0,5
27024,396135.0,1417145.0,5
27023,396125.0,1417145.0,5
27022,396115.0,1417145.0,5
27021,396105.0,1417145.0,5
27020,396095.0,1417145.0,5
27019,396085.0,1417145.0,5
27018,396075.0,1417145.0,5
27245,396155.0,1417135.0,5
27017,396065.0,1417145.0,5
27015,396045.0,1417145.0,5
27014,396035.0,1417145.0,5
27013,396025.0,1417145.0,5
27012,396015.0,1417145.0,5
36694,396475.0,1416705.0,5
12122,396035.0,1417825.0,5
26846,396545.0,1417155.0,5
26845,396535.0,1417155.0,5
26844,396525.0,1417155.0,5
27016,396055.0,1417145.0,5
26826,396345.0,1417155.0,5
27246,396165.0,1417135.0,5
27248,396185.0,1417135.0,5
27702,396345.0,1417115.0,5
27501,396525.0,1417125.0,5
27717,396495.0,1417115.0,5
27719,396515.0,1417115.0,5
27720,396525.0,1417115.0,5
2341,396775.0,1418275.0,5
27475,396265.0,1417125.0,5
27474,396255.0,1417125.0,5
27743,396755.0,1417115.0,5
27473,396245.0,1417125.0,5
27472,396235.0,1417125.0,5
27471,396225.0,1417125.0,5
27470,396215.0,1417125.0,5
27469,396205.0,1417125.0,5
